Gene ID,Ensembl Gene ID,label
342865,ENSG00000187135,0
9794,ENSG00000161021,0
442247,ENSG00000251258,0
401647,ENSG00000155265,0
84364,ENSG00000149182,0
4056,ENSG00000213316,0
1183,ENSG00000073464,0
3111,ENSG00000232962,0
4168,ENSG00000101977,0
286410,ENSG00000101974,0
10735,ENSG00000101972,0
4049,ENSG00000173503,0
728695,ENSG00000227234,0
440138,ENSG00000253710,1
56001,ENSG00000269405,0
6689,ENSG00000269404,0
8938,ENSG00000007516,0
4775,ENSG00000072736,0
488,ENSG00000174437,1
2642,ENSG00000215644,0
54518,ENSG00000077420,0
58480,ENSG00000284984,0
51250,ENSG00000130349,0
55278,ENSG00000130348,1
23224,ENSG00000054654,0
7073,ENSG00000151923,0
10497,ENSG00000198722,0
64063,ENSG00000282937,0
51429,ENSG00000130340,0
84698,ENSG00000180881,0
5976,ENSG00000005007,1
8216,ENSG00000099949,0
219681,ENSG00000165309,0
4094,ENSG00000178573,0
6387,ENSG00000107562,0
23657,ENSG00000151012,0
22841,ENSG00000107560,0
25819,ENSG00000151014,0
9342,ENSG00000099940,0
151,ENSG00000274286,0
1399,ENSG00000099942,0
3269,ENSG00000196639,0
91937,ENSG00000145850,0
10627,ENSG00000101608,0
343173,ENSG00000292005,0
285704,ENSG00000174136,0
8736,ENSG00000101605,0
653247,ENSG00000121335,0
345757,ENSG00000174132,0
5529,ENSG00000154001,0
10333,ENSG00000174130,0
9375,ENSG00000125304,0
29883,ENSG00000198791,0
26052,ENSG00000197959,0
6782,ENSG00000155304,0
192683,ENSG00000198794,0
347344,ENSG00000197779,0
401138,ENSG00000187689,0
344752,ENSG00000197953,0
122773,ENSG00000197776,0
151242,ENSG00000150722,0
10273,ENSG00000103266,0
79892,ENSG00000197771,1
2169,ENSG00000145384,0
283420,ENSG00000197992,0
284069,ENSG00000161682,0
286343,ENSG00000153714,0
10969,ENSG00000117395,1
391191,ENSG00000187080,0
890,ENSG00000145386,1
100528020,ENSG00000214447,0
50805,ENSG00000113430,0
55054,ENSG00000281089,0
56099,ENSG00000254122,0
6727,ENSG00000140319,0
8284,ENSG00000012817,0
6373,ENSG00000169248,0
55859,ENSG00000133169,0
79628,ENSG00000169247,0
27252,ENSG00000076321,0
1942,ENSG00000169242,0
55974,ENSG00000169241,0
991,ENSG00000117399,1
10766,ENSG00000183864,0
1260,ENSG00000183862,0
5027,ENSG00000089041,0
9775,ENSG00000141543,1
5598,ENSG00000166484,0
221264,ENSG00000155085,0
54984,ENSG00000284764,0
117289,ENSG00000164691,0
27304,ENSG00000124217,0
6780,ENSG00000124214,0
60437,ENSG00000124215,0
5740,ENSG00000124212,0
5352,ENSG00000152952,0
60491,ENSG00000196290,0
9961,ENSG00000013364,0
4256,ENSG00000111341,0
94015,ENSG00000141540,0
8437,ENSG00000111344,0
27333,ENSG00000173905,0
6154,ENSG00000161970,1
2633,ENSG00000117228,0
51056,ENSG00000002549,0
1019,ENSG00000135446,1
2647,ENSG00000135441,0
6507,ENSG00000079215,0
6604,ENSG00000082014,0
5929,ENSG00000117222,1
27124,ENSG00000185133,0
8340,ENSG00000185130,0
2635,ENSG00000117226,0
192111,ENSG00000247077,0
2182,ENSG00000068366,0
728403,ENSG00000291455,0
390010,ENSG00000229544,0
521,ENSG00000169020,0
28996,ENSG00000064393,0
118424,ENSG00000160087,0
55773,ENSG00000036054,0
56675,ENSG00000175352,0
170575,ENSG00000213203,0
2010,ENSG00000102119,0
2906,ENSG00000105464,0
120400,ENSG00000095110,0
23546,ENSG00000105467,0
9957,ENSG00000002587,0
4267,ENSG00000002586,0
151230,ENSG00000213160,0
51773,ENSG00000048649,0
57674,ENSG00000173821,0
130813,ENSG00000150873,0
9324,ENSG00000118418,0
9994,ENSG00000118412,0
4439,ENSG00000230293,0
3101,ENSG00000160883,0
1584,ENSG00000160882,0
158431,ENSG00000196597,0
54742,ENSG00000160886,0
3263,ENSG00000110169,0
162605,ENSG00000173908,0
10168,ENSG00000186448,0
2554,ENSG00000022355,0
3066,ENSG00000196591,0
346606,ENSG00000106384,0
84935,ENSG00000102802,0
284325,ENSG00000188493,0
127833,ENSG00000143858,0
51272,ENSG00000177951,0
1130,ENSG00000143669,0
1203,ENSG00000102805,0
8848,ENSG00000102804,0
6147,ENSG00000198242,1
81689,ENSG00000135070,1
119391,ENSG00000065621,0
55315,ENSG00000198246,0
8497,ENSG00000143847,0
55632,ENSG00000092140,0
81618,ENSG00000135916,0
30832,ENSG00000177932,0
3357,ENSG00000135914,0
57695,ENSG00000135913,1
10903,ENSG00000014914,0
2639,ENSG00000105607,0
1355,ENSG00000014919,1
132112,ENSG00000175077,0
8504,ENSG00000034693,0
6881,ENSG00000166337,1
3350,ENSG00000178394,0
5270,ENSG00000135919,0
9920,ENSG00000176595,0
163126,ENSG00000176396,0
8819,ENSG00000164105,0
51379,ENSG00000176390,0
6051,ENSG00000176393,0
63951,ENSG00000176399,0
5378,ENSG00000064933,0
692094,ENSG00000215183,0
9826,ENSG00000132694,0
7507,ENSG00000136936,0
4686,ENSG00000136937,1
5695,ENSG00000136930,1
26747,ENSG00000083635,0
1401,ENSG00000132693,0
63827,ENSG00000132692,0
10586,ENSG00000181541,0
10541,ENSG00000136938,0
57111,ENSG00000132698,0
147991,ENSG00000178904,0
84075,ENSG00000189139,0
220164,ENSG00000206052,0
5307,ENSG00000069011,0
85443,ENSG00000163673,0
170062,ENSG00000189132,0
163131,ENSG00000128000,0
57113,ENSG00000069018,0
378,ENSG00000168374,0
222698,ENSG00000189134,0
54801,ENSG00000147874,0
115,ENSG00000162104,0
22941,ENSG00000162105,0
7325,ENSG00000182247,0
196394,ENSG00000151743,0
25825,ENSG00000182240,0
7465,ENSG00000166483,1
4239,ENSG00000166482,0
114794,ENSG00000166897,0
84084,ENSG00000222014,0
337970,ENSG00000244025,0
1655,ENSG00000108654,0
3232,ENSG00000128652,0
6542,ENSG00000003989,0
5465,ENSG00000186951,0
3881,ENSG00000292029,0
642987,ENSG00000186952,0
386677,ENSG00000215455,0
577,ENSG00000135298,0
776,ENSG00000157388,0
54413,ENSG00000196338,0
9108,ENSG00000003987,0
22938,ENSG00000100603,1
6209,ENSG00000115268,1
159195,ENSG00000166348,0
3442,ENSG00000147873,0
6919,ENSG00000171703,0
2641,ENSG00000115263,0
205564,ENSG00000119231,0
80311,ENSG00000174010,0
23031,ENSG00000099308,0
64135,ENSG00000115267,0
10297,ENSG00000115266,0
5641,ENSG00000100600,0
10651,ENSG00000128654,0
4134,ENSG00000047849,0
50940,ENSG00000128655,0
137872,ENSG00000147576,0
1495,ENSG00000044115,0
9187,ENSG00000074621,0
51092,ENSG00000149577,0
25821,ENSG00000135297,0
90203,ENSG00000124104,0
11174,ENSG00000049192,0
5889,ENSG00000108384,1
146,ENSG00000171873,0
1738,ENSG00000091140,1
443,ENSG00000108381,0
5801,ENSG00000153233,0
729665,ENSG00000151838,0
10807,ENSG00000165689,0
9487,ENSG00000108474,0
729396,ENSG00000224659,0
51266,ENSG00000165682,0
2584,ENSG00000108479,0
8642,ENSG00000166341,0
28620,ENSG00000226660,0
2555,ENSG00000151834,0
26278,ENSG00000151835,0
2134,ENSG00000158008,0
1603,ENSG00000129562,1
60559,ENSG00000129128,0
3467,ENSG00000177047,0
7011,ENSG00000129566,0
147912,ENSG00000177045,0
146279,ENSG00000153060,0
6002,ENSG00000159788,0
51052,ENSG00000071677,0
60625,ENSG00000101452,1
140701,ENSG00000183260,0
5051,ENSG00000158006,0
84525,ENSG00000171476,0
53371,ENSG00000138750,1
10140,ENSG00000141232,0
55589,ENSG00000138756,0
9908,ENSG00000138757,0
4283,ENSG00000138755,0
387357,ENSG00000172673,0
55752,ENSG00000138758,0
80144,ENSG00000138759,0
7277,ENSG00000127824,0
253650,ENSG00000180071,0
6984,ENSG00000211694,0
2187,ENSG00000181544,0
284131,ENSG00000173818,0
85416,ENSG00000139800,0
29952,ENSG00000176978,0
10209,ENSG00000173812,1
28815,ENSG00000211666,0
57146,ENSG00000011638,0
2572,ENSG00000136750,0
8941,ENSG00000171450,0
401466,ENSG00000176731,0
4759,ENSG00000115488,0
10730,ENSG00000136758,1
2677,ENSG00000115486,0
10575,ENSG00000115484,1
7905,ENSG00000129625,0
390081,ENSG00000180974,0
1621,ENSG00000123454,0
11188,ENSG00000010322,0
92597,ENSG00000173542,0
63929,ENSG00000196236,0
23166,ENSG00000010327,0
84458,ENSG00000196233,0
57060,ENSG00000090097,0
285311,ENSG00000214324,0
6494,ENSG00000213445,0
29925,ENSG00000173540,1
134526,ENSG00000172497,0
84634,ENSG00000116014,0
2034,ENSG00000116016,0
4299,ENSG00000172493,0
9863,ENSG00000187391,0
401667,ENSG00000205496,0
401666,ENSG00000205497,0
261729,ENSG00000157214,0
1432,ENSG00000112062,1
338645,ENSG00000187398,0
54106,ENSG00000239732,0
3827,ENSG00000113889,0
58525,ENSG00000011451,0
220107,ENSG00000186047,0
129807,ENSG00000277926,0
23637,ENSG00000011454,0
390264,ENSG00000254737,0
319101,ENSG00000186049,0
64180,ENSG00000141096,0
55343,ENSG00000181830,0
200159,ENSG00000173728,0
65108,ENSG00000175130,0
8800,ENSG00000166821,0
401661,ENSG00000197674,0
5551,ENSG00000180644,0
83719,ENSG00000090238,0
10046,ENSG00000013619,0
79627,ENSG00000119900,0
54478,ENSG00000129195,0
6917,ENSG00000187735,0
2825,ENSG00000283448,0
79659,ENSG00000187240,0
79590,ENSG00000143314,1
200942,ENSG00000185909,0
55191,ENSG00000172890,0
23099,ENSG00000169155,0
22921,ENSG00000148450,0
137209,ENSG00000180938,0
3385,ENSG00000076662,0
390148,ENSG00000187612,0
57148,ENSG00000170471,0
1438,ENSG00000198223,0
23590,ENSG00000148459,1
149371,ENSG00000116903,0
7782,ENSG00000104154,0
1297,ENSG00000112280,0
8443,ENSG00000116906,0
9439,ENSG00000112282,1
3851,ENSG00000170477,0
160364,ENSG00000172322,0
3646,ENSG00000104408,1
340533,ENSG00000050030,0
51237,ENSG00000170476,0
50999,ENSG00000117500,0
10488,ENSG00000107175,0
3883,ENSG00000261986,0
4634,ENSG00000160808,0
1810,ENSG00000117505,0
5243,ENSG00000085563,0
85302,ENSG00000188878,0
28392,ENSG00000224373,0
200933,ENSG00000174013,0
253827,ENSG00000174099,0
9612,ENSG00000196498,0
146956,ENSG00000154920,0
161424,ENSG00000196943,1
23787,ENSG00000137409,0
11270,ENSG00000228854,0
57616,ENSG00000121297,0
153733,ENSG00000164221,0
2151,ENSG00000164220,0
93986,ENSG00000128573,0
1549,ENSG00000198077,0
348654,ENSG00000178295,0
9701,ENSG00000100239,0
8531,ENSG00000060138,0
7078,ENSG00000100234,0
128025,ENSG00000162843,0
23200,ENSG00000058063,0
2981,ENSG00000044012,0
11172,ENSG00000120210,0
3641,ENSG00000120211,0
29126,ENSG00000120217,0
9894,ENSG00000100726,1
2315,ENSG00000120215,0
219348,ENSG00000189129,0
4861,ENSG00000130751,0
10533,ENSG00000197548,0
219436,ENSG00000186113,0
9535,ENSG00000130755,0
83893,ENSG00000144962,0
93517,ENSG00000184860,0
200958,ENSG00000274843,0
51078,ENSG00000176946,0
27143,ENSG00000107719,0
440163,ENSG00000206150,0
89797,ENSG00000166833,0
49860,ENSG00000143536,0
401067,ENSG00000229972,0
2585,ENSG00000156958,0
79025,ENSG00000125531,0
11234,ENSG00000288445,0
128408,ENSG00000125533,0
79144,ENSG00000125534,0
56140,ENSG00000291656,0
9752,ENSG00000291657,0
124923,ENSG00000167524,0
3553,ENSG00000125538,0
257062,ENSG00000174898,0
4729,ENSG00000178127,0
1407,ENSG00000008405,0
23760,ENSG00000180957,0
6774,ENSG00000168610,0
56146,ENSG00000291650,0
730,ENSG00000112936,0
3756,ENSG00000143473,0
6137,ENSG00000167526,1
643376,ENSG00000233436,0
2856,ENSG00000214943,0
51514,ENSG00000143476,1
8444,ENSG00000143479,0
56907,ENSG00000134278,0
337959,ENSG00000182816,0
80320,ENSG00000189120,0
5250,ENSG00000075415,1
3017,ENSG00000158373,0
124045,ENSG00000167523,0
4140,ENSG00000075413,0
56242,ENSG00000256771,0
8754,ENSG00000282230,0
23334,ENSG00000198198,0
80347,ENSG00000068120,1
53339,ENSG00000064726,0
3899,ENSG00000144218,0
100507050,ENSG00000261594,1
5892,ENSG00000185379,1
3028,ENSG00000072506,1
51149,ENSG00000283918,0
8243,ENSG00000072501,1
2780,ENSG00000134183,0
56893,ENSG00000160803,0
55119,ENSG00000134186,1
2944,ENSG00000134184,0
54855,ENSG00000183508,0
875,ENSG00000160200,0
137075,ENSG00000253958,0
746,ENSG00000134825,1
28616,ENSG00000211745,0
28567,ENSG00000211747,0
28568,ENSG00000211746,0
388364,ENSG00000182271,0
147011,ENSG00000167525,0
28814,ENSG00000211664,0
129787,ENSG00000151353,0
27175,ENSG00000037042,0
100131187,ENSG00000215845,0
1857,ENSG00000161202,0
11077,ENSG00000160207,0
55063,ENSG00000078487,0
84108,ENSG00000156374,0
7738,ENSG00000096654,0
1175,ENSG00000042753,1
324,ENSG00000134982,0
64693,ENSG00000282841,0
134430,ENSG00000134987,1
9315,ENSG00000134986,0
23076,ENSG00000160208,0
53838,ENSG00000171067,0
4604,ENSG00000196091,0
25803,ENSG00000124664,0
84448,ENSG00000163995,0
401387,ENSG00000240720,0
4435,ENSG00000125931,0
3696,ENSG00000105855,0
5445,ENSG00000105854,0
22818,ENSG00000111481,1
26959,ENSG00000105856,0
153,ENSG00000043591,0
10590,ENSG00000079689,0
89885,ENSG00000147378,0
5446,ENSG00000105852,0
401505,ENSG00000175768,0
338949,ENSG00000187806,0
51280,ENSG00000135052,0
65243,ENSG00000187801,0
3776,ENSG00000082482,0
51360,ENSG00000012174,0
7869,ENSG00000012171,0
6610,ENSG00000135587,0
10133,ENSG00000123240,0
10136,ENSG00000142789,0
80760,ENSG00000123243,0
8499,ENSG00000139220,0
390195,ENSG00000176495,0
9772,ENSG00000177728,0
10109,ENSG00000163466,1
391189,ENSG00000197591,0
126070,ENSG00000171295,0
55153,ENSG00000198301,1
93377,ENSG00000197430,0
128229,ENSG00000163467,0
55809,ENSG00000124496,0
9543,ENSG00000174498,0
6160,ENSG00000071082,1
6282,ENSG00000163191,0
55760,ENSG00000089876,0
302,ENSG00000182718,0
125061,ENSG00000183077,0
3166,ENSG00000215612,0
85364,ENSG00000247315,0
283,ENSG00000214274,0
100170765,ENSG00000204978,0
100500938,ENSG00000255359,0
196541,ENSG00000139780,0
90594,ENSG00000171291,0
4081,ENSG00000180660,0
2016,ENSG00000135638,0
401944,ENSG00000187942,0
401027,ENSG00000187944,0
55432,ENSG00000180667,0
5346,ENSG00000166819,0
10322,ENSG00000135632,0
26056,ENSG00000135631,0
8291,ENSG00000135636,0
84865,ENSG00000135637,0
100288142,ENSG00000162825,0
10682,ENSG00000147155,0
5096,ENSG00000114054,0
442868,ENSG00000185894,0
22916,ENSG00000114503,1
3916,ENSG00000185896,0
338398,ENSG00000285341,0
7360,ENSG00000169764,0
140707,ENSG00000184992,0
8692,ENSG00000068001,0
5990,ENSG00000087903,0
6509,ENSG00000115902,0
120793,ENSG00000183389,0
3069,ENSG00000115677,0
93107,ENSG00000168418,0
6654,ENSG00000115904,0
844,ENSG00000143318,0
2548,ENSG00000171298,0
132954,ENSG00000163440,0
92196,ENSG00000163331,0
92703,ENSG00000163444,0
93978,ENSG00000205846,0
28477,ENSG00000240041,0
9500,ENSG00000179222,0
790,ENSG00000084774,1
221545,ENSG00000204564,0
50831,ENSG00000127362,0
143458,ENSG00000179241,0
100506127,ENSG00000179240,0
54429,ENSG00000127366,0
50832,ENSG00000127364,0
23046,ENSG00000116852,0
390058,ENSG00000176239,0
346517,ENSG00000277378,0
10321,ENSG00000096006,0
493,ENSG00000058668,0
317701,ENSG00000196131,0
126541,ENSG00000176231,0
390436,ENSG00000291811,0
5879,ENSG00000136238,1
4649,ENSG00000066933,0
548593,ENSG00000132207,0
84034,ENSG00000132205,0
9771,ENSG00000136237,0
51663,ENSG00000056097,0
10457,ENSG00000136235,0
5062,ENSG00000180370,0
3805,ENSG00000275699,0
337867,ENSG00000134882,0
8541,ENSG00000177380,0
2649,ENSG00000148200,0
6229,ENSG00000138326,0
7746,ENSG00000137185,0
6511,ENSG00000105143,0
23581,ENSG00000105141,0
2177,ENSG00000144554,0
6795,ENSG00000105146,0
1356,ENSG00000047457,0
4175,ENSG00000076003,1
64110,ENSG00000177383,0
113451,ENSG00000142920,0
342527,ENSG00000188176,0
132001,ENSG00000279643,1
84262,ENSG00000157778,1
140,ENSG00000282608,0
79931,ENSG00000050730,0
56934,ENSG00000154975,0
473,ENSG00000142599,0
6857,ENSG00000067715,0
5058,ENSG00000149269,0
25816,ENSG00000145779,0
282618,ENSG00000291872,0
92105,ENSG00000149262,1
90993,ENSG00000157613,0
726,ENSG00000149260,0
50636,ENSG00000146205,0
88745,ENSG00000124541,0
441531,ENSG00000226784,0
2898,ENSG00000164418,0
653282,ENSG00000228517,0
7172,ENSG00000137364,0
28509,ENSG00000237197,0
22980,ENSG00000141002,0
154664,ENSG00000179869,0
51764,ENSG00000127588,0
63922,ENSG00000127586,0
146330,ENSG00000127585,0
10559,ENSG00000164414,0
163732,ENSG00000179862,0
91404,ENSG00000187231,0
84219,ENSG00000127580,0
51208,ENSG00000066405,0
10668,ENSG00000100532,0
6169,ENSG00000172809,1
4319,ENSG00000166670,0
154467,ENSG00000198937,0
780776,ENSG00000166676,0
653404,ENSG00000273514,0
149685,ENSG00000182035,0
9572,ENSG00000126368,0
23607,ENSG00000198087,0
347734,ENSG00000157593,0
29082,ENSG00000285302,0
143872,ENSG00000165895,0
4034,ENSG00000077454,0
151888,ENSG00000186265,0
144455,ENSG00000165891,0
84878,ENSG00000119574,0
3781,ENSG00000080709,0
283310,ENSG00000165899,0
143684,ENSG00000077458,0
81031,ENSG00000197496,0
2314,ENSG00000177731,1
196528,ENSG00000189079,0
120775,ENSG00000178358,0
10846,ENSG00000112541,0
5092,ENSG00000166228,0
100507608,ENSG00000267635,0
51226,ENSG00000005243,0
56034,ENSG00000145431,0
130502,ENSG00000183891,0
5577,ENSG00000005249,0
51239,ENSG00000213337,0
221656,ENSG00000165097,0
54883,ENSG00000273559,0
10838,ENSG00000063587,0
216,ENSG00000165092,0
117531,ENSG00000165091,0
128312,ENSG00000285449,0
58473,ENSG00000021300,0
3362,ENSG00000158748,0
56145,ENSG00000291651,0
647174,ENSG00000253309,0
221393,ENSG00000153294,0
5634,ENSG00000101911,0
4681,ENSG00000158747,0
9481,ENSG00000153291,0
51311,ENSG00000101916,0
10692,ENSG00000180245,0
150356,ENSG00000100399,0
3105,ENSG00000235657,0
5327,ENSG00000104368,0
56704,ENSG00000104369,0
3551,ENSG00000104365,0
2033,ENSG00000100393,1
6781,ENSG00000159167,0
83746,ENSG00000100395,0
79815,ENSG00000104361,0
100137047,ENSG00000243789,0
23041,ENSG00000061987,0
113835,ENSG00000197134,0
2519,ENSG00000001036,0
9559,ENSG00000122958,0
119180,ENSG00000151033,0
3578,ENSG00000145839,0
9879,ENSG00000145833,1
153328,ENSG00000145832,0
120114,ENSG00000165323,0
1339,ENSG00000156885,0
51397,ENSG00000145781,0
56929,ENSG00000145780,0
113146,ENSG00000185567,0
9140,ENSG00000145782,0
26289,ENSG00000154027,0
79959,ENSG00000101624,0
125206,ENSG00000154025,0
2298,ENSG00000170122,0
79912,ENSG00000121350,0
3375,ENSG00000121351,0
81890,ENSG00000213339,0
2848,ENSG00000170128,0
2940,ENSG00000174156,0
11092,ENSG00000165698,0
92126,ENSG00000262102,0
64881,ENSG00000197991,0
1456,ENSG00000151292,0
27197,ENSG00000171657,0
4155,ENSG00000197971,0
83638,ENSG00000175573,0
55247,ENSG00000109674,0
222662,ENSG00000197753,0
2857,ENSG00000171659,0
3223,ENSG00000197757,0
55717,ENSG00000120008,0
158067,ENSG00000165695,0
64856,ENSG00000179403,0
90488,ENSG00000151135,0
10787,ENSG00000061676,0
3122,ENSG00000226260,0
905,ENSG00000082258,0
65084,ENSG00000166575,0
6678,ENSG00000113140,0
3550,ENSG00000113141,1
53917,ENSG00000169228,0
28448,ENSG00000211943,0
56923,ENSG00000132911,0
1749,ENSG00000105880,0
9721,ENSG00000204175,0
28449,ENSG00000211942,0
10636,ENSG00000169220,0
26000,ENSG00000169221,0
3275,ENSG00000160310,0
148823,ENSG00000169224,0
9723,ENSG00000170381,0
8550,ENSG00000089022,0
10446,ENSG00000170382,0
7779,ENSG00000170385,0
55698,ENSG00000157927,0
389677,ENSG00000183808,0
267,ENSG00000159461,0
5145,ENSG00000132915,0
51095,ENSG00000072756,0
9145,ENSG00000100321,0
85290,ENSG00000196156,0
2444,ENSG00000111816,0
1967,ENSG00000111361,1
100505591,ENSG00000204913,0
4552,ENSG00000124275,0
57696,ENSG00000111364,1
729201,ENSG00000171478,0
79072,ENSG00000124279,0
9196,ENSG00000170049,0
7022,ENSG00000087510,0
10553,ENSG00000109854,0
114659,ENSG00000185158,0
84445,ENSG00000107816,0
56652,ENSG00000107815,1
28827,ENSG00000211684,0
28834,ENSG00000211685,0
57576,ENSG00000117245,0
84899,ENSG00000125247,0
83881,ENSG00000185155,0
81855,ENSG00000107819,0
283899,ENSG00000169592,0
143244,ENSG00000253626,0
2841,ENSG00000125245,0
10522,ENSG00000282712,0
646,ENSG00000169594,0
5780,ENSG00000169410,0
1677,ENSG00000169598,0
27247,ENSG00000169599,0
84928,ENSG00000146842,0
9275,ENSG00000106635,0
10652,ENSG00000106636,1
343172,ENSG00000177462,0
58498,ENSG00000106631,0
835,ENSG00000106144,0
2645,ENSG00000106633,0
2125,ENSG00000167880,0
